"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"72","Trey Palmer","WR","TB","8.8","3","1.8","8.6","BYE","6.7","1.5","5.2","8.1","4.1","6.8","5.7","4.5","1.8","1.5","8.2","16.4","3","5.6","95.7"
"73","Alec Pierce","WR","IND","1.5","4.8","7.3","4.8","2","5.5","8.3","7.1","0","3.1","BYE","6.7","19","4.2","2.3","6","12.8","0","5.6","95.4"
"74","Quentin Johnston","WR","LAC","2.9","1.7","3","2.8","BYE","0","3","10","3.6","13.4","4.1","1.7","10.2","12.1","10.3","5","5.9","4.3","5.5","94"
"75","Michael Thomas","WR","FA","11.1","12.5","11","9.3","10.5","9.5","13.2","10.8","0","1.9","-","-","-","-","-","-","-","-","9","89.8"
"76","Robert Woods","WR","PIT","11.7","13.4","6.4","5.6","6","7.6","-","-","-","2.5","9.4","6","0","0.8","6","4.1","9.8","-","6.4","89.3"
"77","Justin Watson","WR","HOU","6.5","7.2","7.1","1.5","7.6","0","BYE","6.2","3.5","-","16.3","7.3","0","2.8","4.1","13.8","5.1","0","5.6","89"
"78","Michael Gallup","WR","WAS","2","1.3","15.2","11","3.5","5.4","-","4","3.9","15","6.1","2.3","0","13.8","1.9","2.4","0","0","5.2","87.8"
"79","Demarcus Robinson","WR","SF","-","-","-","-","-","-","-","-","2.5","-","4.4","3.3","15.5","13.6","14.7","20.2","13.2","0","9.7","87.4"
"80","Nick Westbrook-Ikhine","WR","MIA","9.8","11.5","-","16.1","1.9","5.5","-","10.3","3.3","1.9","1.7","8.1","3.8","6.8","4.3","-","-","-","6.5","85"
"81","Jonathan Mingo","WR","DAL","3.7","5.6","5.1","-","9.8","4.1","BYE","10.2","1.5","5","1.6","10","12.9","4.2","7.2","1.9","2","-","5.7","84.8"
"82","Jameson Williams","WR","DET","-","-","-","-","2.2","13.3","0","3.6","BYE","3.8","12.4","7.1","10","0.4","8.7","9.3","9.5","-","6.7","80.3"
"83","Darnell Mooney","WR","ATL","15.3","-","0","9.1","0","6.8","7.4","5.4","13.2","3.4","3.4","2.6","-","6.4","3.4","2.5","-","-","5.6","78.9"
"84","Zay Jones","WR","ARI","16.5","0","-","-","11.3","-","-","-","-","-","6","2","12.8","7.9","10.9","-","-","10.7","8.7","78.1"
"85","Rashod Bateman","WR","BAL","6.5","4.8","1.6","-","1.8","3.5","5.6","7.2","5.8","4.5","8","4.1","BYE","4.4","6.9","2.4","9.4","0","4.8","76.5"
"86","Brandon Johnson","WR","PIT","5.1","20.6","3.2","7.4","1.9","0","0","-","-","-","-","-","0","0","0","15.7","6.7","12.8","5.6","73.4"
"87","DeVante Parker","WR","FA","-","11.7","3.9","5.3","4","1.7","1.8","2.4","-","-","-","7.2","10.4","-","9.4","10.5","2.5","1.6","5.6","72.4"
"88","Tre Tucker","WR","LV","-","3.4","0","0","1.6","8.1","3.8","0","7.6","0.9","5","0","BYE","0","20.7","1.1","5.6","14","4.5","71.8"
"89","Marvin Mims Jr.","WR","DEN","2.9","20.3","16.6","6.7","-0.6","0","-1.1","1","BYE","-0.3","3.2","5.5","2.3","3.1","1.1","7.3","-","2.7","4.4","70.7"
"90","Cedrick Wilson Jr.","WR","NO","-","-","-","2.6","9.2","0","6.8","7.1","10.1","-","5.3","0","0","5","2.2","7.2","10.7","3.4","5","69.6"
"91","Chris Moore","WR","WAS","0","5.9","6.1","5.4","0","1.6","-","0","3.9","4.1","9.7","7.2","2.2","3.2","6.9","1.9","4.2","6","4","68.3"
"92","Brandon Powell","WR","FA","0","-2","1.5","0","9.2","4.9","10.9","2.2","9.5","7.5","6.2","7.7","-","0","0","8.3","0","1.2","3.9","67.1"
"93","Greg Dortch","WR","ARI","0","0","0","0","0","0","0","-","1.2","0","13.6","11.7","2.9","BYE","4","12.5","15.2","3.4","4","64.5"
"94","Trenton Irwin","WR","JAC","0","-","-","2.7","14","0","-","4.4","0","13.4","6.6","3.5","3.5","0","0","7.7","1.4","5.4","4.2","62.6"
"95","Allen Robinson II","WR","FA","11.4","3.2","6.4","1.8","7.9","-","1.7","0","2","0","5","2.1","4.9","3.1","4.9","7.6","0","0","3.6","62"
"96","JuJu Smith-Schuster","WR","KC","7.3","7.8","1.5","2.4","3.6","-","-","7.3","11.1","1.9","-","3","2.1","13","-","-","-","-","5.5","61"
"97","A.T. Perry","WR","DEN","-","-","-","-","-","-","-","0","0","11.8","-","1.7","4","5.4","5.4","10.5","1.5","20.3","6.1","60.6"
"98","Jalin Hyatt","WR","NYG","0","10.9","0","3","0","5.1","9.5","0","3.9","0","1.7","15.9","BYE","3.3","0","0","5.5","1.5","3.5","60.3"
"99","Allen Lazard","WR","NYJ","6.6","4.3","6.9","15.1","6.3","1.8","BYE","7.5","3.8","2.7","0","-","0","0","5.1","0","-","-","4.3","60.1"
"100","Isaiah Hodgins","WR","SF","1.4","14","0","5.4","3.9","0","3.3","0","0","0","4.2","8.2","-","10.2","0","0","2.8","6.6","3.5","60"
"101","KaVontae Turpin","WR","DAL","10.5","2.5","0","6.1","9.6","0","BYE","2.3","7.5","-","4.3","10.4","2","2.2","0","1.8","0","0.5","3.7","59.7"
"102","Jalen Tolbert","WR","DAL","0","4.8","0","9.3","0","-2","BYE","0","13.9","2.2","3.2","6.9","2.7","0","0","7.1","1.9","8.8","3.5","58.8"
"103","Xavier Gipson","WR","NYJ","6","0","0","2.7","-2","1.8","BYE","0.3","5.2","3.4","-0.3","3.5","12.8","8.2","4.9","2.7","8.1","1.4","3.5","58.7"
"104","Braxton Berrios","WR","HOU","7.2","4.8","5.3","17.4","3.3","4","1.7","2.8","0","-","-","0","0","3.3","2.2","0","3","2.9","3.6","57.9"
"105","Jake Bobo","WR","SEA","0","1.3","7.5","0","BYE","6.3","16.1","10.6","0","3.3","1.8","1.6","1.9","0","1.4","1.8","1.4","1.9","3.3","56.9"
"106","Marquez Valdes-Scantling","WR","SEA","6.8","3.3","4.7","1.6","2.2","0","17.4","2.7","4.2","-","0","0.9","4.5","4.2","2.7","0","1.3","-","3.5","56.5"
"107","Skyy Moore","WR","KC","0.4","16","8.2","1.9","3.1","4.2","3.5","1.8","5.3","BYE","1.4","6.4","1.5","0","0","-","-","-","3.8","53.7"
"108","Kadarius Toney","WR","FA","1","8.8","0.9","4.2","7.7","9.4","2.3","1.1","2.8","-","4.6","-","0.6","7.1","2.5","-","-","-","4.1","53"
"109","Calvin Austin III","WR","PIT","9.7","1.8","15.2","5.9","0","BYE","0.1","4.9","1","1.9","0","1.5","2","1.2","0","6.7","0","0.8","3.1","52.7"
"110","Jauan Jennings","WR","SF","0","7.1","5.1","-","2.9","4.6","10.4","0","BYE","1.8","0","1.7","13.4","0","4.5","-","-","-","4","51.5"
"111","Andrei Iosivas","WR","CIN","0","0","0","0","1.9","7.3","BYE","7.2","1.9","0","-","2.6","0","0","1.5","7.6","0","20.6","3.2","50.6"
"112","Mike Williams","WR","FA","8.5","16.6","25.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16.7","50.2"
"113","David Bell","WR","CLE","0","5.7","0","0","BYE","1.6","0","0","-","-","0","0","3.2","11.1","0","1.6","2.7","22.8","3.2","48.7"
"114","Hunter Renfrow","WR","CAR","-","3.3","3.7","3.2","1.7","0","3.4","3.9","5.2","1.5","9.2","7.8","-","5.6","0","0","0","0","3","48.5"
"115","Lil'Jordan Humphrey","WR","NYG","9.1","1.4","-","2.1","0","0","0","0","-","2.4","0","2.3","2.2","2.2","10.6","0","14.9","0","3","47.2"
"116","Bo Melton","WR","GB","-","-","-","-","-","BYE","-","-","-","-","-","0","-","-","1.7","9.1","22.5","12.6","9.2","45.9"
"117","Alex Erickson","WR","FA","-","-","-","-","-","-","-","-","-","-","2.2","2.7","3.3","1.9","8.3","5.1","16.8","4.9","5.7","45.2"
"118","Cedric Tillman","WR","CLE","0","0","0","1.5","BYE","-","-","-","1.3","0","2","9.5","4","4.3","9.2","3.3","1.8","7.3","3.2","44.2"
"119","Mack Hollins","WR","NE","6.1","9","3.3","0","4.9","7.1","0","4.7","6.6","-","BYE","-","-","1.4","-","0","0","0","3.3","43.1"
"120","Van Jefferson","WR","TEN","6.4","1.9","6","4.9","0","0","1.5","5.4","2.4","0","-","2.3","0","0","0","2.3","4.9","3.3","2.4","41.3"
"121","Jamal Agnew","WR","ATL","-0.2","1.5","6.9","-","0.1","0","7.5","0","-","0","BYE","-","-","-","15","2.2","7.3","-","3.7","40.3"
"122","Deonte Harty","WR","FA","4.3","2.4","3.3","3","8.2","7.3","2","0","0","0","-0.2","-","-","3.5","0","-2","0","8.2","2.5","40"
"123","Treylon Burks","WR","TEN","4.7","10.6","1.5","-","-","-","BYE","0","4.8","-","-","-","0","1.6","9.4","4.2","3.1","0","3.6","39.9"
"124","Parker Washington","WR","JAC","-","-","-","0","-","-","-","-","BYE","-","0","0","18.1","8.7","5.2","3.9","1.2","2.1","4.4","39.2"
"125","Scotty Miller","WR","PIT","0","0","-","-","3","1.4","5.6","9.4","0","7.2","-","1.4","0","0","0","2.5","0","8.6","2.6","39.1"
"126","Olamide Zaccheaus","WR","CHI","0","-","13.8","2.1","0","1.5","0","1.5","1.8","-","0","9.9","0","3.8","0","0","0","4","2.4","38.4"
"127","KhaDarel Hodge","WR","ATL","0","0","2.5","3.9","2.1","0","2.9","10.5","9","0","BYE","0","0","2.8","2","1.5","0","0","2.2","37.2"
"128","Julio Jones","WR","FA","-","-","-","-","-","-","1.3","7.8","0","-","2.5","1","0","0","1.6","1.5","17.4","3.3","3.3","36.4"
"129","Tyler Scott","WR","CHI","3.4","0","1.6","1.9","0","3.2","5.3","2.1","-0.5","4.1","-0.6","0","BYE","2.1","7.6","0","3.5","2.2","2.1","35.9"
"129","Jamison Crowder","WR","FA","0","0","-","0","4.1","0","0","22.5","6.3","0","3.2","0","0","-","0","-2","0","1.8","2.2","35.9"
"131","Derius Davis","WR","LAC","1.5","1","1.3","8.7","BYE","0","3.4","2.4","7","2.7","0.7","1.1","0","0","-1.2","2.4","0.2","4.5","2.1","35.7"
"132","Quez Watkins","WR","ARI","3.7","-","-","-","2.4","-","-","-","-","-","-","0","5.8","0","0","0","-","23.3","4.4","35.2"
"133","Dyami Brown","WR","JAC","0","5.5","0","7.1","2.1","0","0","0","5.3","12.1","1.7","0","1","-","0","0","0","0.2","2.1","35"
"134","Deven Thompkins","WR","FA","3","1.1","2.6","15.6","-","2.3","2.4","0","0","2.1","1.7","0","2.1","0","-0.1","0","1","1.1","2.1","34.9"
"135","Malik Heath","WR","GB","0","0","0","-","-","BYE","-","-","0","0","1.7","8.6","2.5","7.6","5.9","1","2.3","3.9","2.6","33.5"
"136","Terrace Marshall Jr.","WR","PHI","4.3","-","8.5","14.6","-","0","-","1.9","0","2.1","-","-","-","-","-","-","-","1.5","4.1","32.9"
"137","Ihmir Smith-Marsette","WR","NYG","0","0","0","0","0","0","-","0","0","6","0","2.4","0","1","5.2","12.1","4.2","1.6","1.9","32.5"
"138","John Metchie III","WR","HOU","-","2.7","3.3","3.2","4","0","BYE","0","2.4","4.5","2.2","1.6","1.9","1.6","1.1","0","2.2","1.5","2","32.2"
"139","Kyle Philips","WR","FA","-","-","-","-","0","-0.4","-","5.4","10.8","9.1","2","0.7","-","0","-","-","-","3.5","3.5","31.1"
"140","Ronnie Bell","WR","DET","0","0","10.4","1.7","0","0","-","0","BYE","3","0","0","0","0","0","8.2","0","7.5","1.9","30.8"
"141","Parris Campbell","WR","FA","1.2","6.1","8.4","4.5","4.3","0","0","0","3.5","1.6","0","0.8","-","-","-","-","-","-","2.5","30.4"
"142","Ray-Ray McCloud III","WR","ATL","0","0","0","4.2","1.1","3.7","4","6.3","-","0","0","3.3","-","-","-","-","-","5.9","2.4","28.5"
"142","Jalen Reagor","WR","LAC","-","-","-","-","BYE","0","2.1","0","2.1","0","-","-","2.1","0","0","5.3","10.9","6","2.6","28.5"
"142","Donovan Peoples-Jones","WR","NO","2.2","1.7","7.9","1.7","-","0","4.2","0","-","-","0","0","0","2.7","1.5","2.1","0","4.5","1.9","28.5"
"145","Byron Pringle","WR","FA","-","1.4","-","2.5","2","0","2.6","0","8.5","1.7","3.2","4.7","0","-","1.5","0","0","0","1.9","28.1"
"146","Tyquan Thornton","WR","KC","-","-","-","-","-","1.6","1.2","-","1.7","BYE","-","4.2","3.9","4.7","1.5","3","5.4","-","3","27.2"
"147","River Cracraft","WR","FA","13","5.4","2.3","-","-","-","-","-","-","-","0","0","3.6","0","0","-","0","2.8","2.7","27.1"
"148","Mecole Hardman Jr.","WR","GB","-","1.6","-","-","-","0","1.6","1.6","4","-","3.2","-","-","-","-","-","0","13.7","3.2","25.7"
"149","Trent Sherfield Sr.","WR","DEN","-","-","3.8","3.8","1.3","0","1.5","0","1.9","0","0","0","-","1.9","0","0","0","11.4","1.7","25.6"
"150","Jalen Guyton","WR","FA","-","-","-","-","-","-","-","-","0","14.1","-","1.4","1.5","1.8","3.9","2.2","0","-","3.1","24.9"
"151","Robbie Chosen","WR","SF","-","-","13.8","0","0","0","-","-","BYE","-","5.9","-","-","-","0","2.9","0","0","2.5","22.6"
"152","Lynn Bowden Jr.","WR","FA","-","-","0","0","0","0","0","0","0","2.2","-","4","0.9","6.4","6.1","0","1.6","1.3","1.5","22.5"
"153","Xavier Hutchinson","WR","HOU","1.9","0","-","0","0","1.5","BYE","0","1.2","1.7","0","4.4","-","3.5","0.5","2.8","2.8","1.6","1.5","21.9"
"154","Chase Claypool","WR","FA","0","12.6","2.5","-","-","-","0","2.5","0","-","-","-","-","0","2.8","0","0","1.3","2","21.7"
